id,category,cluster_switch_static,cluster_switch_fluid,switch_rate_static,cluster_size_static,cluster_size_fluid,perseverations,perseveration_words,intrusions,intrusion_words,avg_word_frequency,missing_word_freq_items,avg_aoa,missing_aoa_items
M4-wLuVAzTiV,animali,12.5,11.5,0.5681818181818181,1.4065934065934065,1.5256410256410255,4.5,"[[""cane"", ""asino"", ""coccodrillo"", ""cavallo"", ""gatto"", ""tigre""], [""coccodrillo"", ""giraffa""]]",3.0,"[[""hamburger"", ""e""], [""mahmood"", ""animale"", ""tante"", ""pass\u00e9""]]",1.1993181818181817,[],5.651666666666666,"[""animale"", ""asino"", ""bue"", ""cavallo"", ""cinghiale"", ""coccodrillo"", ""cornacchia"", ""e"", ""farfalla"", ""foca"", ""gallina"", ""gatto"", ""giraffa"", ""leone"", ""lucertola"", ""mahmood"", ""pass\u00e9"", ""pecora"", ""piccione"", ""rondine"", ""scoiattolo"", ""scorpione"", ""tante"", ""tigre"", ""topo""]"
M6 (2)-qAVM25oJp,animali,15.0,14.5,0.5647058823529412,1.5728744939271255,1.6196581196581197,4.5,"[[""cane"", ""gallina"", ""orso"", ""dromedario"", ""verme""], [""cane"", ""orso"", ""serpente""]]",1.5,"[[""malena"", ""toro""], [""toro""]]",1.1217941176470587,[],5.74,"[""agnello"", ""anatra"", ""aquila"", ""balena"", ""cammello"", ""coccodrillo"", ""coniglio"", ""cornacchia"", ""dromedario"", ""foca"", ""gallina"", ""gallo"", ""gatto"", ""lama"", ""lucertola"", ""lupo"", ""malena"", ""oca"", ""orso"", ""pappagallo"", ""pecora"", ""pesce"", ""piccione"", ""pulcino"", ""serpente"", ""struzzo"", ""tacchino"", ""tartaruga"", ""topo"", ""toro"", ""varano"", ""verme"", ""volpe""]"
M7-r3VC9GviQ,animali,30.0,28.0,0.48572924849437027,1.7708333333333335,1.8928571428571428,23.0,"[[""cane"", ""asino"", ""puma"", ""pecora"", ""dromedario"", ""leone"", ""balena"", ""e"", ""aquila"", ""mucca"", ""gatto"", ""topo"", ""cavallo"", ""coniglio"", ""toro"", ""giraffa"", ""delfino""], [""cane"", ""asino"", ""serpente"", ""leone"", ""pipistrello"", ""balena"", ""mucca"", ""gatto"", ""cavallo"", ""muflone"", ""coniglio"", ""toro"", ""tartaruga"", ""delfino"", ""elefante"", ""allora""]]",7.0,"[[""toro"", ""cerbiatto"", ""lumaca"", ""toro"", ""allora"", ""e"", ""e""], [""allora"", ""toro"", ""cerbiatto"", ""zucchine"", ""allora"", ""toro"", ""toro""]]",0.8120777690494895,[],6.953749999999999,"[""acciuga"", ""alce"", ""allora"", ""anguilla"", ""aquila"", ""asino"", ""balena"", ""bruco"", ""cammello"", ""canarino"", ""capriolo"", ""cavallo"", ""cerbiatto"", ""cervo"", ""cicala"", ""cinghiale"", ""coccodrillo"", ""coniglio"", ""corvo"", ""delfino"", ""dromedario"", ""e"", ""elefante"", ""falco"", ""farfalla"", ""gallina"", ""gamberone"", ""gatto"", ""geco"", ""giraffa"", ""gufo"", ""leone"", ""lumaca"", ""mucca"", ""muflone"", ""orso"", ""pantera"", ""pappagallo"", ""pecora"", ""piccione"", ""pipistrello"", ""polpo"", ""ragno"", ""serpente"", ""tacchino"", ""tartaruga"", ""tigre"", ""topo"", ""toro"", ""zucchine""]"
MA-k8TRO2jAu,animali,7.0,5.5,0.5357142857142857,1.4523809523809523,1.7738095238095237,1.0,"[[""tigre""], [""tigre""]]",1.5,"[[""drago"", ""mandragola""], [""pomodori""]]",0.82625,[],5.74,"[""asino"", ""canelupo"", ""cavallo"", ""coccodrillo"", ""coniglio"", ""drago"", ""gallina"", ""gatto"", ""lupo"", ""maiale"", ""mandragola"", ""orso"", ""piccione"", ""pomodori"", ""tigre"", ""topo"", ""tortora"", ""volpe""]"
MF-YOtfJxdNv,animali,4.0,4.0,0.26666666666666666,2.6,2.6,1.0,"[[""pavone""]]",2.0,"[[""cerbiatto"", ""palena""]]",1.022,[],5.74,"[""asino"", ""cavallo"", ""cerbiatto"", ""gallina"", ""gallo"", ""gatto"", ""lupo"", ""maiale"", ""palena"", ""pavone"", ""pitone"", ""pulcino"", ""uccello""]"
MP-Z1fUZb7tt,animali,0.0,0.0,0.0,2.5,2.5,0.0,"[[], []]",1.0,"[[], [""semi"", ""allora""]]",0.72875,[],8.85,"[""allora"", ""asino"", ""cavallo"", ""maiale""]"
PL-I775dRZdA,animali,4.0,4.0,0.4375,1.5416666666666665,1.5416666666666665,0.0,"[[], []]",1.5,"[[""lumaca""], [""e"", ""siena""]]",0.9545,[],6.803333333333334,"[""anatra"", ""cavallo"", ""e"", ""gallina"", ""gatto"", ""leone"", ""lumaca"", ""oca"", ""siena"", ""tartaruga"", ""topo"", ""uccello""]"
PNRR-CA-AEG-ihB4iX4so,animali,5.0,5.0,0.5208333333333334,1.5,1.5,0.5,"[[], [""blatta""]]",1.0,"[[], [""macaone"", ""echidna""]]",0.82625,[],6.605,"[""blatta"", ""cavallo"", ""cimice"", ""colombo"", ""cornacchia"", ""echidna"", ""elefante"", ""gatto"", ""macaone"", ""ornitorinco"", ""piccione"", ""pulce"", ""squalo"", ""topo"", ""vipera""]"
PNRR-CA-AG-NVUuOHgdY,animali,7.5,7.5,0.36231884057971014,2.071428571428571,2.071428571428571,1.0,"[[""mantide"", ""religio""], []]",3.0,"[[""religio"", ""specifico"", ""religio""], [""melanzana"", ""della"", ""terni""]]",1.1377053140096618,[],6.156666666666666,"[""aquila"", ""cavalletta"", ""cavallo"", ""cinghiale"", ""della"", ""falco"", ""formica"", ""gabbiano"", ""gatto"", ""ghepardo"", ""giaguaro"", ""lemure"", ""leone"", ""lucertola"", ""maiale"", ""mantide"", ""melanzana"", ""millepiedi"", ""mucca"", ""religio"", ""rondine"", ""scimmia"", ""serpente"", ""sgombro"", ""specifico"", ""terni"", ""tigre"", ""tordo"", ""zanzara""]"
PNRR-CA-EC-ccD2nMGbI,animali,6.5,6.0,0.3590909090909091,2.1875,2.357142857142857,0.5,"[[""tartaruga""], []]",2.0,"[[""bianco"", ""piran"", ""dacqua""], [""dopo""]]",0.8461363636363637,[],6.2975,"[""aquila"", ""balena"", ""bianco"", ""canguro"", ""cavallo"", ""civetta"", ""dacqua"", ""delfino"", ""dopo"", ""elefante"", ""falco"", ""gatto"", ""ghepardo"", ""giraffa"", ""gufo"", ""lama"", ""leone"", ""merlo"", ""orso"", ""orsobruno"", ""orsonero"", ""piran"", ""ratto"", ""rinoceronte"", ""serpente"", ""squalo"", ""tartaruga"", ""tigre"", ""topo""]"
PNRR-CA-ED-rixI7hHV3,animali,0.0,0.0,0.0,1.5,1.5,0.0,"[[], []]",0.0,"[[], []]",6.3725000000000005,[],5.74,"[""gatto""]"
PNRR-CA-FM-opQYDF3T5,animali,9.5,7.5,0.365987460815047,2.3653846153846154,2.861111111111111,4.0,"[[""gatto"", ""balena"", ""tigre"", ""leone""], [""gatto"", ""orata"", ""tigre""]]",1.0,"[[""conta"", ""s\u00ec""], []]",0.635,[],5.74,"[""balena"", ""bradipo"", ""branzino"", ""capodoglio"", ""coleottero"", ""coniglio"", ""conta"", ""delfino"", ""elefante"", ""farfalla"", ""formica"", ""gallina"", ""gatto"", ""gattopardo"", ""ghepardo"", ""giraffa"", ""ippopotamo"", ""leone"", ""leopardo"", ""lepre"", ""lince"", ""orata"", ""orso"", ""pantera"", ""pappagallo"", ""spigola"", ""squalo"", ""squalobalena"", ""s\u00ec"", ""tacchino"", ""talpa"", ""tartaruga"", ""tigre"", ""triglia"", ""uccello""]"
PNRR-CA-GF-47wm7VCAS,animali,8.0,7.5,0.37444444444444447,2.0375,2.1597222222222223,2.0,"[[""cinghiale"", ""volpe"", ""serpente""], [""tigre""]]",3.0,"[[""e"", ""poi"", ""abbiamo""], [""amore"", ""serpenti"", ""scimpanz\u00e8""]]",0.7934777777777777,[],7.445,"[""abbiamo"", ""amore"", ""aquila"", ""asino"", ""bisonte"", ""cavallo"", ""cinghiale"", ""coccodrillo"", ""colomba"", ""coniglio"", ""e"", ""elefante"", ""gallina"", ""gatto"", ""leone"", ""leopardo"", ""lepre"", ""maiale"", ""mulo"", ""pappagallo"", ""passero"", ""pecora"", ""pesce"", ""scimmia"", ""scimpanz\u00e8"", ""serpente"", ""serpentetigre"", ""serpenti"", ""tigre"", ""volpe""]"
PNRR-CA-MKS-wPHqKu0rR,animali,8.0,7.0,0.34285714285714286,2.5555555555555554,2.875,0.5,"[[""leone""], []]",1.0,"[[""lumaca"", ""cerbiatto""], []]",0.8496785714285715,[],6.695,"[""anatra"", ""aquila"", ""castoro"", ""cerbiatto"", ""cigno"", ""coccodrillo"", ""colombo"", ""coniglio"", ""cuculo"", ""elefante"", ""falco"", ""folaga"", ""gallina"", ""gallo"", ""gatto"", ""ghepardo"", ""ghiro"", ""giraffa"", ""gufo"", ""iena"", ""ippopotamo"", ""leone"", ""leopardo"", ""lumaca"", ""marmotta"", ""mosca"", ""passero"", ""pitone"", ""rana"", ""rondine"", ""scoiattolo"", ""serpente"", ""sparviero"", ""tigre"", ""usignolo"", ""zanzara""]"
PNRR-CA-MV-hn14NXOHE,animali,18.0,16.5,0.4215631929046563,2.125,2.3,7.0,"[[""serpente"", ""leone"", ""giraffa"", ""gatto"", ""scimmia""], [""gallina"", ""serpente"", ""scoiattolo"", ""ippopotamo"", ""giraffa"", ""gatto"", ""scimmia""]]",2.5,"[[], [""puntarelle"", ""scimpanz\u00e9"", ""suricate"", ""scimpanz\u00e8"", ""pesci""]]",0.670180155210643,[],7.578333333333333,"[""aquila"", ""asino"", ""babbuino"", ""blatta"", ""bruco"", ""canarino"", ""capra"", ""castoro"", ""cavallo"", ""cervo"", ""cinghiale"", ""colomba"", ""coniglio"", ""criceto"", ""farfalla"", ""fenicottero"", ""formica"", ""gallina"", ""gatto"", ""gazzella"", ""ghepardo"", ""giraffa"", ""ippopotamo"", ""leone"", ""maiale"", ""marmotta"", ""mosca"", ""pappagallo"", ""pavone"", ""pecora"", ""pernice"", ""pesci"", ""piccione"", ""pollo"", ""puntarelle"", ""rana"", ""rinoceronte"", ""scimmia"", ""scimpanz\u00e8"", ""scimpanz\u00e9"", ""scoiattolo"", ""serpente"", ""suricate"", ""tartaruga"", ""tigre"", ""uccello"", ""volpe"", ""zanzara""]"
PNRR-FE-PNRRFE037-211uvuoJK,animali,6.5,6.5,0.36645962732919257,2.107142857142857,2.107142857142857,0.5,"[[""cane""], []]",2.5,"[[""caccavallo"", ""scimpanz\u00e9""], [""la"", ""scimpanz\u00e9"", ""pescecane""]]",2.7116770186335404,[],9.195,"[""aquila"", ""caccavallo"", ""cammello"", ""canarino"", ""cavallo"", ""coccodrillo"", ""dromedario"", ""gallina"", ""gallo"", ""gatto"", ""ghepardo"", ""giraffa"", ""granchio"", ""la"", ""leone"", ""leopardo"", ""maiale"", ""orso"", ""pantera"", ""pappagallo"", ""pavone"", ""pecora"", ""pescecane"", ""pulcino"", ""rondine"", ""scimmia"", ""scimpanz\u00e9""]"
PNRR-FE-PNRRFE038-XW941PfLC,animali,8.0,8.0,0.3660714285714286,1.7922077922077921,1.7922077922077921,0.0,"[[], []]",6.0,"[[""ocra"", ""lippopotamo"", ""una"", ""dopo"", ""il"", ""lorso"", ""la"", ""i"", ""pesci""], [""pesci"", ""il"", ""lo""]]",2.2060714285714287,[],5.265000000000001,"[""anatra"", ""balena"", ""coniglio"", ""criceto"", ""delfino"", ""dopo"", ""elefante"", ""gallo"", ""gatto"", ""gufo"", ""i"", ""il"", ""la"", ""leone"", ""lippopotamo"", ""lo"", ""lorso"", ""lucertola"", ""ocra"", ""orso"", ""pavone"", ""pesci"", ""pinguino"", ""rinoceronte"", ""scimmia"", ""scoiattolo"", ""tacchino"", ""talpa"", ""tigre"", ""una"", ""volpe""]"
PNRR-FE-PNRRFE040-jb6URqzBH,animali,15.0,15.0,0.5675287356321839,1.556862745098039,1.556862745098039,0.0,"[[], []]",1.5,"[[""toro""], [""luca"", ""uccelli""]]",0.8939655172413794,[],7.178333333333333,"[""agnello"", ""antilope"", ""asino"", ""babbuino"", ""bertuccia"", ""biscia"", ""bue"", ""cammello"", ""dromedario"", ""ermellino"", ""farfalla"", ""gallina"", ""gatto"", ""geco"", ""giraffa"", ""istrice"", ""lince"", ""luca"", ""lupo"", ""maiale"", ""manzo"", ""mucca"", ""nutria"", ""pecora"", ""pesce"", ""pollo"", ""pulcino"", ""serpente"", ""tartaruga"", ""toro"", ""uccelli"", ""uccello"", ""upupa"", ""vitello"", ""volpe""]"
PNRR-FE-PNRRFE045-qpXEMmEA4,animali,10.0,10.0,0.4265873015873016,1.9196428571428572,1.9196428571428572,0.0,"[[], []]",2.5,"[[""new"", ""daino"", ""ramarro"", ""pesci""], [""scimpanz\u00e8""]]",13.568313492063492,[],6.816666666666666,"[""anatra"", ""asino"", ""capra"", ""cavallo"", ""cervo"", ""cinghiale"", ""coniglio"", ""daino"", ""elefante"", ""farfalla"", ""fenicottero"", ""formichiere"", ""gallina"", ""gatto"", ""giaguaro"", ""giraffa"", ""ippopotamo"", ""leone"", ""maiale"", ""mucca"", ""ornitorinco"", ""pecora"", ""pesci"", ""picchio"", ""poiana"", ""quaglia"", ""ragno"", ""ramarro"", ""rana"", ""scimpanz\u00e8"", ""serpente"", ""sparviero"", ""tigre"", ""topo""]"
PNRR-FE-PNRRFE046-mlpdnFzCW,animali,17.0,15.5,0.33333333333333337,2.45,2.661111111111111,7.0,"[[""alce"", ""leone"", ""somaro"", ""licaone"", ""aquila"", ""cavallo"", ""gatto"", ""scimmia"", ""elefante""], [""cane"", ""gazzella"", ""licaone"", ""gatto"", ""elefante""]]",7.5,"[[""cerbiatto"", ""siena"", ""vado"", ""ok"", ""pardo"", ""rinocero"", ""passerotto"", ""cinciallegra""], [""il"", ""e"", ""scimpanz\u00e8"", ""cerbiatto"", ""nome"", ""la"", ""cinciallegra""]]",1.4550980392156865,[],6.965833333333334,"[""alce"", ""antilope"", ""aquila"", ""balena"", ""branzino"", ""caimano"", ""canguro"", ""capodoglio"", ""cardellino"", ""cavallo"", ""cerbiatto"", ""cinciallegra"", ""civetta"", ""coccodrillo"", ""colombo"", ""coniglio"", ""corvo"", ""delfino"", ""e"", ""elefante"", ""farfalla"", ""gatto"", ""gazzella"", ""giaguaro"", ""iena"", ""il"", ""ippopotamo"", ""la"", ""lamantino"", ""leone"", ""lepre"", ""licaone"", ""lince"", ""merlo"", ""nome"", ""ok"", ""orata"", ""orca"", ""orso"", ""pardo"", ""passerotto"", ""pesce"", ""pescepalla"", ""pinguino"", ""pipistrello"", ""renna"", ""rinocero"", ""rondine"", ""salmone"", ""scimmia"", ""scimpanz\u00e8"", ""scoiattolo"", ""serpente"", ""siena"", ""somaro"", ""squalo"", ""squalobalena"", ""tigre"", ""topo"", ""tortora"", ""trota"", ""vado"", ""visone""]"
PNRR-FE-PNRRFE050-EMNBa6C5n,animali,16.0,16.0,0.49047619047619045,1.8017543859649123,1.8017543859649123,8.5,"[[""volpe"", ""pecora"", ""leone"", ""pipistrello"", ""cavallo"", ""gatto"", ""mucca"", ""giraffa"", ""elefante""], [""cane"", ""pecora"", ""dromedario"", ""leone"", ""giraffa"", ""gatto"", ""elefante""]]",2.0,"[[""drago"", ""grosso""], [""allora"", ""in""]]",163.79519047619047,[],5.00875,"[""allora"", ""aquila"", ""asino"", ""bufalo"", ""cammello"", ""capriolo"", ""cavallo"", ""cervo"", ""coccodrillo"", ""coniglio"", ""drago"", ""dromedario"", ""elefante"", ""gatto"", ""gazzella"", ""giraffa"", ""grosso"", ""leone"", ""leopardo"", ""lupo"", ""maialino"", ""mucca"", ""nutria"", ""pantera"", ""papera"", ""pecora"", ""pinguino"", ""pipistrello"", ""pollo"", ""scimmia"", ""serpente"", ""somaro"", ""suino"", ""tacchino"", ""volpe""]"
PNRR-FE-PNRRFE053-WcworDzsu,animali,8.0,7.0,0.34782608695652173,2.35,2.650793650793651,0.5,"[[], [""aquila""]]",2.0,"[[""scimpanz\u00e8""], [""fava"", ""allora"", ""scimpanz\u00e8""]]",0.8326086956521739,[],6.555,"[""allora"", ""aquila"", ""asino"", ""cammello"", ""cavallo"", ""colomba"", ""coniglio"", ""dromedario"", ""fagiano"", ""faraona"", ""fava"", ""gallina"", ""gatto"", ""gazza"", ""giraffa"", ""leone"", ""libellula"", ""maiale"", ""mucca"", ""pantera"", ""pecora"", ""piccione"", ""scimmia"", ""scimpanz\u00e8"", ""tacchino"", ""tigre""]"
PNRR-FE-PNRRFE054-5jAPAa18V,animali,8.5,7.0,0.3956521739130435,2.155555555555556,2.626984126984127,2.5,"[[""pantera""], [""cane"", ""gatto"", ""elefante"", ""topo""]]",1.0,"[[""e""], [""uffa""]]",1.113304347826087,[],6.41375,"[""airone"", ""balena"", ""coccodrillo"", ""coniglio"", ""criceto"", ""e"", ""elefante"", ""falco"", ""gallina"", ""gatto"", ""gazzella"", ""ghepardo"", ""giraffa"", ""gufo"", ""ippopotamo"", ""leone"", ""leopardo"", ""lepre"", ""pantera"", ""squalo"", ""tacchino"", ""topo"", ""tortora"", ""uffa""]"
